City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
411,dalhart,36.0595,-102.5133,14.16,94,100,4.12,US,1694500349
412,beihai,21.4833,109.1,28.71,80,100,5.37,CN,1694500350
413,mizdah,31.4451,12.9801,22.49,49,5,1.12,LY,1694500350
414,magistral'nyy,56.1725,107.4458,12.56,49,100,2.07,RU,1694500351
415,hasaki,35.7333,140.8333,29.22,66,72,4.29,JP,1694500351
416,bodaybo,57.8506,114.1933,9.02,85,100,3.65,RU,1694500351
417,haiku-pauwela,20.9219,-156.3051,24.47,71,20,5.66,US,1694500352
418,linden,6.0,-58.3,23.6,96,88,1.17,GY,1694500352
419,camacupa,-12.0167,17.4833,23.75,32,2,2.07,AO,1694500353
420,sarangani,5.4033,125.4636,29.12,73,40,6.81,PH,1694500353
421,namibe,-15.1961,12.1522,17.31,84,53,4.16,AO,1694500354
422,oodweyne,9.4092,45.064,29.22,42,1,9.31,SO,1694500354
423,touros,-5.1989,-35.4608,24.07,82,19,5.44,BR,1694500317
424,tuba city,36.135,-111.2399,23.82,38,95,0.65,US,1694500355
425,karaton,-6.3424,106.1045,34.8,33,5,2.72,ID,1694500355
426,fort mcmurray,56.7268,-111.381,15.77,67,0,2.57,CA,1694500244
427,tukzar,35.9483,66.4213,25.62,28,0,2.65,AF,1694500356
428,yankton,42.8711,-97.3973,14.51,76,0,1.54,US,1694500335
429,shache,38.4167,77.2406,33.11,11,0,2.29,CN,1694500357
430,saint-henri,46.6921,-71.0671,15.49,92,100,4.32,CA,1694500357
431,santa terezinha,-29.9002,-50.0904,17.74,92,100,2.19,BR,1694500358
432,prince rupert,54.3161,-130.3201,13.05,96,100,10.29,CA,1694500358
433,bayramaly,37.6185,62.1671,24.86,21,0,3.69,TM,1694500359
434,anshun,26.25,105.9333,19.08,75,99,9.49,CN,1694500359
435,yemetsk,63.4721,41.7941,15.6,65,7,3.78,RU,1694500359
436,belle fourche,44.6714,-103.8522,15.24,69,6,2.14,US,1694500360
437,nova olinda do norte,-3.8881,-59.0942,24.7,75,25,0.85,BR,1694500360
438,salalah,17.0151,54.0924,29.41,75,75,4.56,OM,1694500361
439,bikenibeu village,1.3673,173.1241,29.98,70,75,1.54,KI,1694500361
440,ampanihy,-24.7,44.75,30.61,30,0,2.3,MG,1694500362
441,shingu,33.7333,135.9833,27.67,72,3,2.5,JP,1694500362
442,istgah-e rah ahan-e garmsar,35.2346,52.3094,31.48,24,0,3.25,IR,1694500362
443,setubal,38.5244,-8.8882,18.66,88,0,0.96,PT,1694500363
444,nampula,-15.1165,39.2666,23.97,73,40,6.69,MZ,1694500363
445,kansk,56.2017,95.7175,18.72,44,100,4.34,RU,1694500230
446,bukene,-4.2333,32.8833,26.87,47,46,2.6,TZ,1694500364
447,san patricio,28.017,-97.5169,28.92,62,0,3.84,US,1694500364
448,klyuchi,52.2667,79.1667,18.93,45,67,7.88,RU,1694500365
449,yanam,16.7333,82.2167,32.08,63,100,3.99,IN,1694500365
450,pampa,35.5362,-100.9599,16.53,90,96,5.96,US,1694500366
451,mariehamn,60.0973,19.9348,15.92,100,100,6.69,AX,1694500366
452,bodo,67.28,14.405,11.02,91,75,5.66,NO,1694500367
453,beaufort west,-32.3567,22.583,5.23,46,4,1.78,ZA,1694500367
454,chambersburg,39.9376,-77.6611,19.44,81,14,0.3,US,1694500159
455,qamdo,31.1667,97.2333,11.12,37,100,0.43,CN,1694500368
456,kyzyl-suu,42.3414,78.0056,21.45,45,0,3.54,KG,1694500368
457,greenville,35.6127,-77.3663,21.74,97,0,0.0,US,1694500369
458,vytegra,61.0064,36.4481,16.71,63,4,4.1,RU,1694500369
459,mount isa,-20.7333,139.5,28.87,18,0,7.2,AU,1694500370
460,vozhega,60.4725,40.2213,14.05,65,33,2.62,RU,1694500370
461,pico truncado,-46.7949,-67.9573,5.11,61,100,10.15,AR,1694500371
462,tolentino,43.2126,13.2901,23.79,54,19,1.31,IT,1694500371
463,kabinda,-6.1333,24.4833,27.56,52,8,1.54,CD,1694500372
464,uthal,25.8072,66.6219,32.76,53,78,3.03,PK,1694500372
465,altai,46.3722,96.2583,17.44,30,52,5.38,MN,1694500372
466,peniscola,40.3359,0.3613,23.34,71,100,2.02,ES,1694500373
467,mazagao,-0.115,-51.2894,28.03,97,64,0.97,BR,1694500374
468,grand falls-windsor,48.9332,-55.6649,11.39,94,100,0.45,CA,1694500374
469,sirvintos,55.05,24.95,19.02,59,59,3.78,LT,1694500374
470,misratah,32.3754,15.0925,25.36,60,0,2.99,LY,1694500375
471,ipinda,-9.4833,33.9,28.74,45,4,2.23,TZ,1694500375
472,riversdale,18.1659,-76.9642,26.92,95,14,0.94,JM,1694500376
473,vikhorevka,56.1201,101.1636,15.77,39,1,2.34,RU,1694500376
474,tegueste,28.5167,-16.3167,20.55,90,40,3.6,ES,1694500376
475,al bardiyah,31.7561,25.0865,25.94,64,2,5.58,LY,1694500377
476,hirara,24.8,125.2833,30.15,74,40,5.66,JP,1694500377
477,kalamata,37.0389,22.1142,25.06,37,0,0.0,GR,1694500378
478,zhigalovo,54.8097,105.1578,16.71,35,27,1.25,RU,1694500378
479,tucumcari,35.1717,-103.725,16.08,88,75,5.14,US,1694500378
480,yamada,39.4667,141.95,26.34,83,31,5.31,JP,1694500379
481,palu,-0.8917,119.8707,27.12,90,85,1.7,ID,1694500379
482,erenhot,43.6475,111.9767,20.64,16,93,1.08,CN,1694500380
483,lubuklinggau,-3.3,102.8667,34.92,35,84,2.51,ID,1694500380
484,bouar,5.934,15.596,18.94,97,98,1.65,CF,1694500381
485,crane,31.3974,-102.3501,20.81,83,50,9.5,US,1694500381
486,winona,43.9666,-91.7668,12.04,93,0,0.0,US,1694500382
487,pangody,65.85,74.4859,13.56,57,100,5.0,RU,1694500346
488,cannonvale,-20.2833,148.7,21.66,65,30,10.65,AU,1694500383
489,castillos,-34.1667,-53.8333,11.07,85,78,5.73,UY,1694500383
490,gao,16.6362,1.637,34.41,28,16,2.79,ML,1694500384
491,vanino,49.0869,140.2543,21.17,79,99,2.68,RU,1694500340
492,errachidia,31.9275,-4.4285,24.03,33,0,1.03,MA,1694500385
493,sooke,48.3746,-123.7276,15.85,64,100,9.26,CA,1694500385
494,igunga,-4.2833,33.8833,27.94,41,9,2.92,TZ,1694500386
495,minas de marcona,-15.2119,-75.1103,11.27,90,57,6.6,PE,1694500386
496,avesta,60.1455,16.1679,18.33,94,100,2.8,SE,1694500386
497,tocopilla,-22.092,-70.1979,16.82,69,8,1.06,CL,1694500387
498,newport,51.5877,-2.9984,18.03,91,100,1.59,GB,1694500387
499,kimberley,-28.7323,24.7623,4.83,52,0,4.63,ZA,1694500388
500,mozarlandia,-14.7447,-50.5706,25.66,28,0,3.09,BR,1694500388
501,ocosingo,17.0667,-92.25,16.76,98,100,1.14,MX,1694500388
502,oromocto,45.8351,-66.4792,16.96,100,100,3.6,CA,1694500389
503,murzuq,25.9155,13.9184,26.15,34,0,4.97,LY,1694500289
504,sinop,41.7711,34.8709,17.24,65,66,2.36,TR,1694500390
505,tynda,55.1667,124.7167,6.68,70,100,4.62,RU,1694500337
506,remire-montjoly,4.9167,-52.2667,24.02,100,20,0.0,GF,1694500390
507,brady,31.1352,-99.3351,21.25,88,100,4.63,US,1694500391
508,'ali al gharbi,32.4633,46.6864,41.73,11,0,5.75,IQ,1694500391
509,lompoc,34.6391,-120.4579,16.12,86,100,11.18,US,1694500391
510,saipan,15.1355,145.701,29.39,79,0,4.12,MP,1694500392
511,vidin,43.99,22.8725,23.37,37,3,0.86,BG,1694500292
512,johi,26.6921,67.6133,40.91,22,98,1.17,PK,1694500393
513,kalianget,-7.05,113.9333,29.31,64,5,7.08,ID,1694500393
514,bengkulu,-3.8004,102.2655,27.24,76,81,4.28,ID,1694500394
515,ayaviri,-14.8864,-70.5889,7.84,54,87,0.54,PE,1694500394
516,umm kaddadah,13.6017,26.6876,22.87,82,100,4.06,SD,1694500395
517,konarka,19.9,86.1167,32.22,67,100,0.36,IN,1694500395
518,chukhloma,58.7525,42.6825,16.19,58,21,1.42,RU,1694500395
519,limon,10.0,-83.0333,25.03,84,98,1.34,CR,1694500150
520,manakara,-22.1333,48.0167,25.51,54,0,4.21,MG,1694500396
521,el calafate,-50.3408,-72.2768,1.14,88,82,2.4,AR,1694500397
522,bandar lampung,-5.4254,105.258,32.95,41,4,4.46,ID,1694500397
523,port hedland,-20.3167,118.5667,32.03,27,21,8.75,AU,1694500397
524,nago,26.5881,127.9761,32.47,74,100,3.91,JP,1694500398
525,pasuquin,18.3328,120.6177,30.97,74,75,2.57,PH,1694500398
526,puerto tirol,-27.3722,-59.0821,18.04,68,0,8.75,AR,1694500399
527,lagoa,39.05,-27.9833,21.49,77,43,6.01,PT,1694500399
528,antalaha,-14.9003,50.2788,25.9,58,95,3.56,MG,1694500399
529,abeche,13.8292,20.8324,26.38,70,90,3.78,TD,1694500400
530,cape canaveral,28.4058,-80.6048,28.88,89,75,4.12,US,1694500400
531,orsa,54.5153,30.4053,16.81,58,0,3.35,BY,1694500401
532,dingtao,35.0683,115.5625,22.27,88,100,1.44,CN,1694500401
533,portel,-1.9356,-50.8211,22.85,94,9,1.7,BR,1694500402
534,kone,-21.0595,164.8658,20.4,77,57,3.61,NC,1694500402
535,nakamura,32.9833,132.9333,27.47,75,100,2.18,JP,1694500402
536,kirensk,57.7853,108.1119,11.98,54,100,2.4,RU,1694500403
537,nantucket,41.2835,-70.0995,22.23,100,100,1.54,US,1694500293
538,fortaleza,-3.7227,-38.5247,26.23,73,20,7.2,BR,1694500253
539,tamarin,-20.3256,57.3706,24.31,72,50,5.24,MU,1694500404
540,sinabang,2.4803,96.3801,28.05,81,87,3.88,ID,1694500405
541,san julian,21.0167,-102.1667,12.3,62,0,2.12,MX,1694500406
542,ardanuc,41.1274,42.0629,20.76,54,47,1.61,TR,1694500406
543,buka,40.8108,69.1986,26.94,20,0,3.42,UZ,1694500408
544,mazamari,-11.3258,-74.5308,21.47,72,7,0.98,PE,1694500408
545,pyinmana,19.7333,96.2167,27.55,85,100,5.82,MM,1694500408
546,la gi,10.6667,107.7833,29.73,73,73,6.48,VN,1694500409
547,kasongo-lunda,-6.4667,16.8167,26.91,54,4,1.57,CD,1694500409
548,newman,37.3138,-121.0208,22.13,69,0,1.87,US,1694500410
549,fort-shevchenko,44.5086,50.263,20.88,53,38,3.62,KZ,1694500410
550,chengde,40.9725,117.9361,24.6,27,11,2.38,CN,1694500410
551,isola di capo rizzuto,38.96,17.0933,25.1,56,0,0.51,IT,1694500411
552,lincoln city,44.9582,-124.0179,14.47,93,81,0.89,US,1694500215
553,balabac,7.9868,117.0645,27.35,79,100,6.01,PH,1694500412
554,toliara,-23.35,43.6667,27.47,55,0,2.53,MG,1694500412
555,santa rosalia,27.3167,-112.2833,29.65,57,1,2.18,MX,1694500348
556,al jawf,29.5,38.75,33.89,17,0,4.77,SA,1694500413
557,mahibadhoo,3.7833,72.9667,28.17,73,100,2.97,MV,1694500413
558,edmundston,47.3737,-68.3251,16.63,90,100,3.09,CA,1694500414
559,marica,-22.9194,-42.8186,21.95,79,0,3.8,BR,1694500414
560,aspen,39.1911,-106.8175,8.04,61,0,3.09,US,1694500136
561,'ain deheb,34.8422,1.547,23.76,45,14,4.32,DZ,1694500415
562,najaf,31.9985,44.3398,38.98,12,5,3.22,IQ,1694500415
563,ambon,-3.6954,128.1814,28.08,74,40,4.12,ID,1694500416
564,nema,57.5067,50.5011,16.83,50,99,4.32,RU,1694500416
565,matoury,4.8483,-52.3317,22.98,100,0,0.0,GF,1694500417
